,Purchases,Sales,Mid-rate,Spread,Dep(+)/App(-),,,,
,Weighted Avg.,Weighted  Avg.,(UgShs/US$),(UgShs),(UgShs),,,,
Month,(UgShs/US$),(UgShs/US$),,,,,,,
,,,,,,,,,
,,,,,,,,,
14-Sep-15," 3,660.99 "," 3,670.99 ","3,665.99",10.00,0.63,,,,
15-Sep-15," 3,660.57 "," 3,670.57 ","3,665.57",10.00,-0.42,,,,
16-Sep-15," 3,648.94 "," 3,658.94 ","3,653.94",10.00,-11.63,,,,
17-Sep-15," 3,651.30 "," 3,661.30 ","3,656.30",10.00,2.36,,,,
18-Sep-15," 3,656.16 "," 3,666.16 ","3,661.16",10.00,4.86,,,,
21-Sep-15," 3,656.06 "," 3,666.06 ","3,661.06",10.00,-0.10,,,,
22-Sep-15," 3,654.75 "," 3,664.75 ","3,659.75",10.00,-1.31,,,,
23-Sep-15," 3,654.93 "," 3,664.93 ","3,659.93",10.00,0.18,,,,
25-Sep-15," 3,655.88 "," 3,665.88 ","3,660.88",10.00,0.95,,,,
28-Sep-15," 3,660.19 "," 3,670.19 ","3,665.19",10.00,4.31,,,,
29-Sep-15," 3,678.26 "," 3,688.26 ","3,683.26",10.00,18.07,,,,
30-Sep-15," 3,690.25 "," 3,700.25 ","3,695.25",10.00,11.99,,,,
1-Oct-15," 3,688.91 "," 3,698.91 ","3,693.91",10.00,-1.34,,,,
2-Oct-15," 3,687.12 "," 3,697.12 ","3,692.12",10.00,-1.79,,,,
5-Oct-15," 3,682.65 "," 3,692.65 ","3,687.65",10.00,-4.47,,,,
6-Oct-15," 3,680.42 "," 3,690.42 ","3,685.42",10.00,-2.23,,,,
7-Oct-15," 3,680.81 "," 3,690.81 ","3,685.81",10.00,0.39,,,,
8-Oct-15," 3,679.62 "," 3,689.62 ","3,684.62",10.00,-1.19,,,,
12-Oct-15," 3,672.16 "," 3,681.94 ","3,677.05",9.78,-7.57,,,,
13-Oct-15," 3,666.07 "," 3,675.93 ","3,671.00",9.86,-6.05,,,,
14-Oct-15," 3,672.80 "," 3,682.80 ","3,677.80",10.00,6.80,,,,
15-Oct-15," 3,669.07 "," 3,679.07 ","3,674.07",10.00,-3.73,,,,
16-Oct-15," 3,657.19 "," 3,667.19 ","3,662.19",10.00,-11.88,,,,
19-Oct-15," 3,635.61 "," 3,645.46 ","3,640.54",9.85,-21.66,,,,
20-Oct-15," 3,624.90 "," 3,634.90 ","3,629.90",10.00,-10.63,,,,
21-Oct-15," 3,607.75 "," 3,617.75 ","3,612.75",10.00,-17.15,,,,
22-Oct-15," 3,615.35 "," 3,625.35 ","3,620.35",10.00,7.60,,,,
23-Oct-15," 3,599.07 "," 3,609.07 ","3,604.07",10.00,-16.28,,,,
26-Oct-15," 3,565.91 "," 3,575.91 ","3,570.91",10.00,-33.16,,,,
27-Oct-15," 3,525.68 "," 3,535.68 ","3,530.68",10.00,-40.23,,,,
28-Oct-15," 3,533.46 "," 3,543.46 ","3,538.46",10.00,7.78,,,,
29-Oct-15," 3,552.03 "," 3,562.03 ","3,557.03",10.00,18.57,,,,
30-Oct-15," 3,555.19 "," 3,565.19 ","3,560.19",10.00,3.16,,,,
2-Nov-15," 3,548.28 "," 3,558.28 ","3,553.28",10.00,-6.91,,,,
3-Nov-15," 3,532.62 "," 3,542.62 ","3,537.62",10.00,-15.66,,,,
4-Nov-15," 3,484.71 "," 3,494.71 ","3,489.71",10.00,-47.91,,,,
5-Nov-15," 3,421.88 "," 3,431.88 ","3,426.88",10.00,-62.83,,,,
6-Nov-15," 3,382.51 "," 3,392.51 ","3,387.51",10.00,-39.37,,,,
9-Nov-15," 3,407.72 "," 3,417.72 ","3,412.72",10.00,25.21,,,,
10-Nov-15," 3,458.41 "," 3,468.23 ","3,463.32",9.82,50.60,,,,
11-Nov-15," 3,490.87 "," 3,500.87 ","3,495.87",10.00,32.55,,,,
12-Nov-15," 3,513.19 "," 3,523.19 ","3,518.19",10.00,22.32,,,,
13-Nov-15," 3,479.96 "," 3,489.96 ","3,484.96",10.00,-33.23,,,,
16-Nov-15," 3,465.70 "," 3,475.70 ","3,470.70",10.00,-14.26,,,,
17-Nov-15," 3,440.09 "," 3,450.01 ","3,445.05",9.92,-25.65,,,,
18-Nov-15," 3,374.58 "," 3,384.58 ","3,379.58",10.00,-65.47,,,,
19-Nov-15," 3,350.87 "," 3,360.87 ","3,355.87",10.00,-23.71,,,,
20-Nov-15," 3,364.35 "," 3,374.35 ","3,369.35",10.00,13.48,,,,
23-Nov-15," 3,383.13 "," 3,392.99 ","3,388.06",9.86,18.71,,,,
24-Nov-15," 3,380.10 "," 3,390.10 ","3,385.10",10.00,-2.96,,,,
25-Nov-15," 3,366.17 "," 3,376.17 ","3,371.17",10.00,-13.93,,,,
26-Nov-15," 3,356.64 "," 3,366.64 ","3,361.64",10.00,-9.53,,,,
27-Nov-15," 3,350.26 "," 3,360.26 ","3,355.26",10.00,-6.38,,,,
30-Nov-15," 3,352.12 "," 3,362.12 ","3,357.12",10.00,1.86,,,,
1-Dec-15," 3,337.83 "," 3,347.83 ","3,342.83",10.00,-14.29,,,,
2-Dec-15," 3,328.29 "," 3,338.29 ","3,333.29",10.00,-9.54,,,,
3-Dec-15," 3,310.96 "," 3,320.96 ","3,315.96",10.00,-17.33,,,,
4-Dec-15," 3,314.68 "," 3,324.68 ","3,319.68",10.00,3.72,,,,
7-Dec-15," 3,314.35 "," 3,324.35 ","3,319.35",10.00,-0.33,,,,
8-Dec-15," 3,312.30 "," 3,322.30 ","3,317.30",10.00,-2.05,,,,
9-Dec-15," 3,302.65 "," 3,312.65 ","3,307.65",10.00,-9.65,,,,
10-Dec-15," 3,324.97 "," 3,334.97 ","3,329.97",10.00,22.32,,,,
11-Dec-15," 3,414.42 "," 3,424.42 ","3,419.42",10.00,89.45,,,,
14-Dec-15," 3,461.09 "," 3,471.09 ","3,466.09",10.00,46.67,,,,
15-Dec-15," 3,425.87 "," 3,435.87 ","3,430.87",10.00,-35.22,,,,
16-Dec-15," 3,389.13 "," 3,399.13 ","3,394.13",10.00,-36.74,,,,
17-Dec-15," 3,410.84 "," 3,420.84 ","3,415.84",10.00,21.71,,,,
18-Dec-15," 3,378.74 "," 3,388.74 ","3,383.74",10.00,-32.10,,,,
21-Dec-15," 3,342.03 "," 3,352.03 ","3,347.03",10.00,-36.71,,,,
22-Dec-15," 3,320.58 "," 3,330.58 ","3,325.58",10.00,-21.45,,,,
23-Dec-15," 3,333.97 "," 3,343.97 ","3,338.97",10.00,13.39,,,,
24-Dec-15," 3,347.65 "," 3,357.65 ","3,352.65",10.00,13.68,,,,
28-Dec-15," 3,365.35 "," 3,375.35 ","3,370.35",10.00,17.70,,,,
29-Dec-15," 3,378.29 "," 3,388.29 ","3,383.29",10.00,12.94,,,,
30-Dec-15," 3,378.84 "," 3,388.84 ","3,383.84",10.00,0.55,,,,
31-Dec-15," 3,372.01 "," 3,382.01 ","3,377.01",10.00,-6.83,,,,
4-Jan-16," 3,373.32 "," 3,383.32 ","3,378.32",10.00,1.31,,,,
5-Jan-16," 3,393.46 "," 3,403.46 ","3,398.46",10.00,20.14,,,,
6-Jan-16," 3,388.19 "," 3,398.19 ","3,393.19",10.00,-5.27,,,,
7-Jan-16," 3,389.74 "," 3,399.74 ","3,394.74",10.00,1.55,,,,
8-Jan-16," 3,421.19 "," 3,431.19 ","3,426.19",10.00,31.45,,,,
11-Jan-16," 3,423.17 "," 3,433.17 ","3,428.17",10.00,1.98,,,,
12-Jan-16," 3,439.12 "," 3,449.12 ","3,444.12",10.00,15.95,,,,
13-Jan-16," 3,461.99 "," 3,471.99 ","3,466.99",10.00,22.87,,,,
14-Jan-16," 3,473.22 "," 3,483.22 ","3,478.22",10.00,11.23,,,,
15-Jan-16," 3,480.22 "," 3,490.22 ","3,485.22",10.00,7.00,,,,
18-Jan-16," 3,469.23 "," 3,479.23 ","3,474.23",10.00,-10.99,,,,
19-Jan-16," 3,469.80 "," 3,479.80 ","3,474.80",10.00,0.57,,,,
20-Jan-16," 3,470.97 "," 3,480.97 ","3,475.97",10.00,1.17,,,,
21-Jan-16," 3,467.35 "," 3,477.35 ","3,472.35",10.00,-3.62,,,,
22-Jan-16," 3,465.16 "," 3,475.16 ","3,470.16",10.00,-2.19,,,,
25-Jan-16," 3,470.17 "," 3,480.17 ","3,475.17",10.00,5.01,,,,
27-Jan-16," 3,471.64 "," 3,481.64 ","3,476.64",10.00,1.47,,,,
28-Jan-16," 3,475.48 "," 3,485.48 ","3,480.48",10.00,3.84,,,,
29-Jan-16," 3,474.55 "," 3,484.55 ","3,479.55",10.00,-0.93,,,,
1-Feb-16," 3,472.90 "," 3,482.90 ","3,477.90",10.00,-1.65,,,,
2-Feb-16," 3,473.26 "," 3,483.26 ","3,478.26",10.00,0.36,,,,
3-Feb-16," 3,466.96 "," 3,476.96 ","3,471.96",10.00,-6.30,,,,
4-Feb-16," 3,461.14 "," 3,471.14 ","3,466.14",10.00,-5.82,,,,
5-Feb-16," 3,447.22 "," 3,457.22 ","3,452.22",10.00,-13.92,,,,
8-Feb-16," 3,438.94 "," 3,448.94 ","3,443.94",10.00,-8.28,,,,
9-Feb-16," 3,452.17 "," 3,462.17 ","3,457.17",10.00,13.23,,,,
10-Feb-16," 3,459.07 "," 3,469.07 ","3,464.07",10.00,6.90,,,,
11-Feb-16," 3,458.93 "," 3,468.93 ","3,463.93",10.00,-0.14,,,,
12-Feb-16," 3,434.74 "," 3,444.74 ","3,439.74",10.00,-24.19,,,,
15-Feb-16," 3,410.14 "," 3,420.14 ","3,415.14",10.00,-24.60,,,,
17-Feb-16," 3,427.71 "," 3,437.71 ","3,432.71",10.00,17.57,,,,
19-Feb-16," 3,425.43 "," 3,435.43 ","3,430.43",10.00,-2.28,,,,
22-Feb-16," 3,434.30 "," 3,444.30 ","3,439.30",10.00,8.87,,,,
23-Feb-16," 3,415.87 "," 3,425.87 ","3,420.87",10.00,-18.43,,,,
25-Feb-16," 3,371.88 "," 3,381.88 ","3,376.88",10.00,-43.99,,,,
26-Feb-16," 3,347.84 "," 3,357.84 ","3,352.84",10.00,-24.04,,,,
29-Feb-16," 3,343.55 "," 3,353.55 ","3,348.55",10.00,-4.29,,,,
1-Mar-16," 3,336.49 "," 3,346.49 ","3,341.49",10.00,-7.06,,,,
2-Mar-16," 3,334.75 "," 3,344.75 ","3,339.75",10.00,-1.74,,,,
3-Mar-16," 3,343.78 "," 3,353.78 ","3,348.78",10.00,9.03,,,,
4-Mar-16," 3,370.61 "," 3,380.61 ","3,375.61",10.00,26.83,,,,
7-Mar-16," 3,370.59 "," 3,380.59 ","3,375.59",10.00,-0.01,,,,
9-Mar-16," 3,361.00 "," 3,371.00 ","3,366.00",10.00,-9.59,,,,
10-Mar-16," 3,352.26 "," 3,362.26 ","3,357.26",10.00,-8.74,,,,
11-Mar-16," 3,348.19 "," 3,358.19 ","3,353.19",10.00,-4.07,,,,
14-Mar-16," 3,355.04 "," 3,365.04 ","3,360.04",10.00,6.85,,,,
15-Mar-16," 3,355.54 "," 3,365.54 ","3,360.54",10.00,0.50,,,,
16-Mar-16," 3,358.58 "," 3,368.58 ","3,363.58",10.00,3.04,,,,
17-Mar-16," 3,368.49 "," 3,378.49 ","3,373.49",10.00,9.91,,,,
18-Mar-16," 3,369.59 "," 3,379.59 ","3,374.59",10.00,1.10,,,,
21-Mar-16," 3,369.84 "," 3,379.84 ","3,374.84",10.00,0.25,,,,
22-Mar-16," 3,369.87 "," 3,379.87 ","3,374.87",10.00,0.03,,,,
23-Mar-16," 3,371.14 "," 3,381.14 ","3,376.14",10.00,1.28,,,,
24-Mar-16," 3,370.43 "," 3,380.43 ","3,375.43",10.00,-0.71,,,,
29-Mar-16," 3,368.48 "," 3,378.48 ","3,373.48",10.00,-1.96,,,,
30-Mar-16," 3,365.81 "," 3,375.81 ","3,370.81",10.00,-2.67,,,,
31-Mar-16," 3,369.43 "," 3,379.43 ","3,374.43",10.00,3.62,,,,
1-Apr-16," 3,367.32 "," 3,377.32 ","3,372.32",10.00,-2.11,,,,
4-Apr-16," 3,361.39 "," 3,371.39 ","3,366.39",10.00,-5.93,,,,
5-Apr-16," 3,361.06 "," 3,371.06 ","3,366.06",10.00,-0.33,,,,
6-Apr-16," 3,359.35 "," 3,369.35 ","3,364.35",10.00,-1.71,,,,
7-Apr-16," 3,358.93 "," 3,368.93 ","3,363.93",10.00,-0.42,,,,
8-Apr-16," 3,350.25 "," 3,360.25 ","3,355.25",10.00,-8.68,,,,
11-Apr-16," 3,345.74 "," 3,355.74 ","3,350.74",10.00,-4.51,,,,
12-Apr-16," 3,344.72 "," 3,354.72 ","3,349.72",10.00,-1.01,,,,
13-Apr-16," 3,343.07 "," 3,353.07 ","3,348.07",10.00,-1.65,,,,
14-Apr-16," 3,340.41 "," 3,350.41 ","3,345.41",10.00,-2.67,,,,
15-Apr-16," 3,335.54 "," 3,345.54 ","3,340.54",10.00,-4.87,,,,
18-Apr-16," 3,332.74 "," 3,342.74 ","3,337.74",10.00,-2.80,,,,
19-Apr-16," 3,327.59 "," 3,337.59 ","3,332.59",10.00,-5.14,,,,
20-Apr-16," 3,314.16 "," 3,324.16 ","3,319.16",10.00,-13.43,,,,
21-Apr-16," 3,309.77 "," 3,319.77 ","3,314.77",10.00,-4.39,,,,
22-Apr-16," 3,305.99 "," 3,315.99 ","3,310.99",10.00,-3.78,,,,
25-Apr-16," 3,319.67 "," 3,329.67 ","3,324.67",10.00,13.68,,,,
26-Apr-16," 3,331.16 "," 3,341.16 ","3,336.16",10.00,11.49,,,,
27-Apr-16," 3,343.12 "," 3,353.12 ","3,348.12",10.00,11.96,,,,
28-Apr-16," 3,337.51 "," 3,347.51 ","3,342.51",10.00,-5.61,,,,
29-Apr-16," 3,320.55 "," 3,330.55 ","3,325.55",10.00,-16.96,,,,
2-May-16," 3,313.70 "," 3,323.70 ","3,318.70",10.00,-6.85,,,,
3-May-16," 3,323.09 "," 3,333.09 ","3,328.09",10.00,9.39,,,,
4-May-16," 3,325.41 "," 3,335.41 ","3,330.41",10.00,2.32,,,,
5-May-16," 3,327.88 "," 3,337.88 ","3,332.88",10.00,2.48,,,,
6-May-16," 3,331.58 "," 3,341.58 ","3,336.58",10.00,3.70,,,,
9-May-16," 3,331.57 "," 3,341.57 ","3,336.57",10.00,-0.01,,,,
10-May-16," 3,321.28 "," 3,331.28 ","3,326.28",10.00,-10.29,,,,
11-May-16," 3,319.33 "," 3,329.33 ","3,324.33",10.00,-1.94,,,,
13-May-16," 3,319.19 "," 3,329.19 ","3,324.19",10.00,-0.14,,,,
16-May-16," 3,322.04 "," 3,332.04 ","3,327.04",10.00,2.86,,,,
17-May-16," 3,337.25 "," 3,347.25 ","3,342.25",10.00,15.20,,,,
18-May-16," 3,343.10 "," 3,353.10 ","3,348.10",10.00,5.86,,,,
19-May-16," 3,346.59 "," 3,356.59 ","3,351.59",10.00,3.49,,,,
20-May-16," 3,362.97 "," 3,372.97 ","3,367.97",10.00,16.38,,,,
23-May-16," 3,370.10 "," 3,380.10 ","3,375.10",10.00,7.13,,,,
24-May-16," 3,382.96 "," 3,392.96 ","3,387.96",10.00,12.86,,,,
25-May-16," 3,384.99 "," 3,394.99 ","3,389.99",10.00,2.03,,,,
26-May-16," 3,375.30 "," 3,385.30 ","3,380.30",10.00,-9.68,,,,
27-May-16," 3,363.94 "," 3,373.94 ","3,368.94",10.00,-11.36,,,,
30-May-16," 3,360.52 "," 3,370.52 ","3,365.52",10.00,-3.42,,,,
31-May-16," 3,359.52 "," 3,369.52 ","3,364.52",10.00,-1.00,,,,
1-Jun-16," 3,359.43 "," 3,369.43 ","3,364.43",10.00,-0.09,,,,
2-Jun-16," 3,363.22 "," 3,373.22 ","3,368.22",10.00,3.78,,,,
6-Jun-16," 3,360.13 "," 3,370.13 ","3,365.13",10.00,-3.09,,,,
7-Jun-16," 3,344.97 "," 3,354.97 ","3,349.97",10.00,-15.16,,,,
8-Jun-16," 3,343.21 "," 3,353.21 ","3,348.21",10.00,-1.76,,,,
10-Jun-16," 3,340.60 "," 3,350.54 ","3,345.57",9.94,-2.64,,,,
13-Jun-16," 3,347.03 "," 3,357.03 ","3,352.03",10.00,6.46,,,,
14-Jun-16," 3,347.18 "," 3,357.18 ","3,352.18",10.00,0.15,,,,
15-Jun-16," 3,341.47 "," 3,351.47 ","3,346.47",10.00,-5.71,,,,
16-Jun-16," 3,340.68 "," 3,350.68 ","3,345.68",10.00,-0.79,,,,
17-Jun-16," 3,347.19 "," 3,357.19 ","3,352.19",10.00,6.51,,,,
20-Jun-16," 3,352.65 "," 3,362.65 ","3,357.65",10.00,5.46,,,,
21-Jun-16," 3,354.00 "," 3,364.00 ","3,359.00",10.00,1.35,,,,
22-Jun-16," 3,361.60 "," 3,371.60 ","3,366.60",10.00,7.60,,,,
23-Jun-16," 3,361.57 "," 3,371.57 ","3,366.57",10.00,-0.03,,,,
24-Jun-16," 3,380.78 "," 3,390.78 ","3,385.78",10.00,19.21,,,,
27-Jun-16," 3,411.24 "," 3,421.24 ","3,416.24",10.00,30.46,,,,
28-Jun-16," 3,406.35 "," 3,416.35 ","3,411.35",10.00,-4.89,,,,
29-Jun-16," 3,396.72 "," 3,406.72 ","3,401.72",10.00,-9.63,,,,
30-Jun-16," 3,399.86 "," 3,409.86 ","3,404.86",10.00,3.14,,,,
1-Jul-16," 3,399.93 "," 3,409.93 ","3,404.93",10.00,0.07,,,,
4-Jul-16," 3,395.72 "," 3,405.72 ","3,400.72",10.00,-4.21,,,,
5-Jul-16," 3,390.93 "," 3,400.93 ","3,395.93",10.00,-4.79,,,,
7-Jul-16," 3,390.15 "," 3,400.15 ","3,395.15",10.00,-0.78,,,,
8-Jul-16," 3,384.71 "," 3,394.71 ","3,389.71",10.00,-5.44,,,,
11-Jul-16," 3,375.65 "," 3,385.65 ","3,380.65",10.00,-9.06,,,,
12-Jul-16," 3,366.19 "," 3,376.19 ","3,371.19",10.00,-9.46,,,,
13-Jul-16," 3,367.33 "," 3,377.33 ","3,372.33",10.00,1.14,,,,
14-Jul-16," 3,370.81 "," 3,380.81 ","3,375.81",10.00,3.47,,,,
15-Jul-16," 3,366.08 "," 3,376.08 ","3,371.08",10.00,-4.72,,,,
18-Jul-16," 3,361.33 "," 3,371.33 ","3,366.33",10.00,-4.75,,,,
19-Jul-16," 3,363.10 "," 3,373.10 ","3,368.10",10.00,1.76,,,,
20-Jul-16," 3,363.89 "," 3,373.89 ","3,368.89",10.00,0.79,,,,
21-Jul-16," 3,362.33 "," 3,372.33 ","3,367.33",10.00,-1.56,,,,
22-Jul-16," 3,363.43 "," 3,373.43 ","3,368.43",10.00,1.10,,,,
25-Jul-16," 3,366.06 "," 3,376.06 ","3,371.06",10.00,2.63,,,,
26-Jul-16," 3,376.01 "," 3,386.01 ","3,381.01",10.00,9.95,,,,
27-Jul-16," 3,376.85 "," 3,386.85 ","3,381.85",10.00,0.84,,,,
28-Jul-16," 3,374.74 "," 3,384.71 ","3,379.73",9.97,-2.13,,,,
29-Jul-16," 3,370.63 "," 3,380.63 ","3,375.63",10.00,-4.09,,,,
1-Aug-16," 3,372.36 "," 3,382.36 ","3,377.36",10.00,1.73,,,,
2-Aug-16," 3,380.06 "," 3,390.06 ","3,385.06",10.00,7.70,,,,
3-Aug-16," 3,370.51 "," 3,380.51 ","3,375.51",10.00,-9.54,,,,
4-Aug-16," 3,365.26 "," 3,375.26 ","3,370.26",10.00,-5.25,,,,
5-Aug-16," 3,365.50 "," 3,375.50 ","3,370.50",10.00,0.24,,,,
8-Aug-16," 3,369.94 "," 3,379.94 ","3,374.94",10.00,4.44,,,,
9-Aug-16," 3,371.14 "," 3,381.14 ","3,376.14",10.00,1.20,,,,
10-Aug-16," 3,370.67 "," 3,380.67 ","3,375.67",10.00,-0.47,,,,
11-Aug-16," 3,370.18 "," 3,380.18 ","3,375.18",10.00,-0.49,,,,
12-Aug-16," 3,366.63 "," 3,376.63 ","3,371.63",10.00,-3.55,,,,
15-Aug-16," 3,365.49 "," 3,375.49 ","3,370.49",10.00,-1.14,,,,
16-Aug-16," 3,365.40 "," 3,375.40 ","3,370.40",10.00,-0.09,,,,
17-Aug-16," 3,365.14 "," 3,375.14 ","3,370.14",10.00,-0.26,,,,
18-Aug-16," 3,365.32 "," 3,375.32 ","3,370.32",10.00,0.18,,,,
19-Aug-16," 3,365.17 "," 3,375.17 ","3,370.17",10.00,-0.15,,,,
22-Aug-16," 3,364.94 "," 3,374.94 ","3,369.94",10.00,-0.23,,,,
23-Aug-16," 3,366.25 "," 3,376.24 ","3,371.25",9.99,1.30,,,,
24-Aug-16," 3,367.61 "," 3,377.61 ","3,372.61",10.00,1.37,,,,
25-Aug-16," 3,368.49 "," 3,378.49 ","3,373.49",10.00,0.88,,,,
26-Aug-16," 3,369.78 "," 3,379.78 ","3,374.78",10.00,1.29,,,,
29-Aug-16," 3,369.19 "," 3,379.19 ","3,374.19",10.00,-0.59,,,,
30-Aug-16," 3,370.64 "," 3,380.64 ","3,375.64",10.00,1.45,,,,
31-Aug-16," 3,370.64 "," 3,380.64 ","3,375.64",10.00,0.00,,,,
1-Sep-16," 3,370.82 "," 3,380.82 ","3,375.82",10.00,0.18,,,,
2-Sep-16," 3,370.72 "," 3,380.72 ","3,375.72",10.00,-0.10,,,,
5-Sep-16," 3,370.54 "," 3,380.54 ","3,375.54",10.00,-0.18,,,,
6-Sep-16," 3,372.47 "," 3,382.47 ","3,377.47",10.00,1.93,,,,
7-Sep-16," 3,375.57 "," 3,385.57 ","3,380.57",10.00,3.10,,,,
8-Sep-16," 3,376.35 "," 3,386.35 ","3,381.35",10.00,0.78,,,,
9-Sep-16," 3,376.49 "," 3,386.49 ","3,381.49",10.00,0.14,,,,
13-Sep-16," 3,376.50 "," 3,386.50 ","3,381.50",10.00,0.01,,,,
14-Sep-16," 3,374.92 "," 3,384.92 ","3,379.92",10.00,-1.58,,,,
15-Sep-16," 3,371.89 "," 3,381.89 ","3,376.89",10.00,-3.03,,,,
16-Sep-16," 3,372.42 "," 3,382.42 ","3,377.42",10.00,0.53,,,,
19-Sep-16," 3,373.61 "," 3,383.61 ","3,378.61",10.00,1.19,,,,
20-Sep-16," 3,375.38 "," 3,385.38 ","3,380.38",10.00,1.77,,,,
21-Sep-16," 3,376.99 "," 3,386.99 ","3,381.99",10.00,1.61,,,,
22-Sep-16," 3,380.03 "," 3,390.03 ","3,385.03",10.00,3.04,,,,
23-Sep-16," 3,380.71 "," 3,390.71 ","3,385.71",10.00,0.68,,,,
26-Sep-16," 3,380.49 "," 3,390.49 ","3,385.49",10.00,-0.22,,,,
27-Sep-16," 3,380.85 "," 3,390.85 ","3,385.85",10.00,0.36,,,,
28-Sep-16," 3,381.65 "," 3,391.65 ","3,386.65",10.00,0.80,,,,
29-Sep-16," 3,382.57 "," 3,392.57 ","3,387.57",10.00,0.92,,,,
30-Sep-16," 3,383.56 "," 3,393.56 ","3,388.56",10.00,0.99,,,,
3-Oct-16," 3,384.38 "," 3,394.38 ","3,389.38",10.00,0.82,,,,
4-Oct-16," 3,389.42 "," 3,399.42 ","3,394.42",10.00,5.04,,,,
5-Oct-16," 3,395.97 "," 3,405.97 ","3,400.97",10.00,6.55,,,,
6-Oct-16," 3,405.75 "," 3,415.75 ","3,410.75",10.00,9.78,,,,
7-Oct-16," 3,405.08 "," 3,415.08 ","3,410.08",10.00,-0.67,,,,
10-Oct-16," 3,404.31 "," 3,414.31 ","3,409.31",10.00,-0.78,,,,
11-Oct-16," 3,411.04 "," 3,421.04 ","3,416.04",10.00,6.74,,,,
12-Oct-16," 3,417.53 "," 3,427.53 ","3,422.53",10.00,6.49,,,,
13-Oct-16," 3,427.88 "," 3,437.88 ","3,432.88",10.00,10.35,,,,
14-Oct-16," 3,440.54 "," 3,450.54 ","3,445.54",10.00,12.67,,,,
17-Oct-16," 3,454.19 "," 3,464.19 ","3,459.19",10.00,13.65,,,,
18-Oct-16," 3,461.33 "," 3,471.33 ","3,466.33",10.00,7.14,,,,
19-Oct-16," 3,454.11 "," 3,464.11 ","3,459.11",10.00,-7.22,,,,
20-Oct-16," 3,435.08 "," 3,445.08 ","3,440.08",10.00,-19.03,,,,
21-Oct-16," 3,439.44 "," 3,449.44 ","3,444.44",10.00,4.36,,,,
24-Oct-16," 3,442.44 "," 3,452.44 ","3,447.44",10.00,3.00,,,,
25-Oct-16," 3,449.24 "," 3,459.24 ","3,454.24",10.00,6.80,,,,
26-Oct-16," 3,453.11 "," 3,463.11 ","3,458.11",10.00,3.87,,,,
27-Oct-16," 3,458.39 "," 3,468.39 ","3,463.39",10.00,5.28,,,,
28-Oct-16," 3,458.44 "," 3,468.44 ","3,463.44",10.00,0.05,,,,
31-Oct-16," 3,460.15 "," 3,470.15 ","3,465.15",10.00,1.71,,,,
1-Nov-16," 3,464.35 "," 3,474.35 ","3,469.35",10.00,4.20,,,,
2-Nov-16," 3,471.29 "," 3,481.29 ","3,476.29",10.00,6.94,,,,
3-Nov-16," 3,475.53 "," 3,485.53 ","3,480.53",10.00,4.24,,,,
4-Nov-16," 3,486.32 "," 3,496.32 ","3,491.32",10.00,10.79,,,,
7-Nov-16," 3,506.44 "," 3,516.44 ","3,511.44",10.00,20.13,,,,
8-Nov-16," 3,504.26 "," 3,514.26 ","3,509.26",10.00,-2.18,,,,
9-Nov-16," 3,507.40 "," 3,517.40 ","3,512.40",10.00,3.14,,,,
10-Nov-16," 3,514.51 "," 3,524.51 ","3,519.51",10.00,7.11,,,,
11-Nov-16," 3,528.07 "," 3,538.07 ","3,533.07",10.00,13.56,,,,
14-Nov-16," 3,543.15 "," 3,553.15 ","3,548.15",10.00,15.08,,,,
15-Nov-16," 3,552.82 "," 3,562.82 ","3,557.82",10.00,9.67,,,,
16-Nov-16," 3,575.03 "," 3,585.03 ","3,580.03",10.00,22.21,,,,
17-Nov-16," 3,586.82 "," 3,596.82 ","3,591.82",10.00,11.79,,,,
18-Nov-16," 3,590.96 "," 3,600.96 ","3,595.96",10.00,4.14,,,,
21-Nov-16," 3,600.29 "," 3,610.29 ","3,605.29",10.00,9.33,,,,
22-Nov-16," 3,597.13 "," 3,607.10 ","3,602.12",9.97,-3.18,,,,
23-Nov-16," 3,607.67 "," 3,617.67 ","3,612.67",10.00,10.56,,,,
24-Nov-16," 3,619.58 "," 3,629.58 ","3,624.58",10.00,11.91,,,,
25-Nov-16," 3,622.44 "," 3,632.44 ","3,627.44",10.00,2.86,,,,
28-Nov-16," 3,620.86 "," 3,630.86 ","3,625.86",10.00,-1.58,,,,
29-Nov-16," 3,623.58 "," 3,633.58 ","3,628.58",10.00,2.72,,,,
30-Nov-16," 3,625.22 "," 3,635.22 ","3,630.22",10.00,1.64,,,,
1-Dec-16," 3,624.64 "," 3,634.64 ","3,629.64",10.00,-0.58,,,,
2-Dec-16," 3,624.24 "," 3,634.24 ","3,629.24",10.00,-0.40,,,,
5-Dec-16," 3,624.26 "," 3,634.26 ","3,629.26",10.00,0.03,,,,
6-Dec-16," 3,622.24 "," 3,632.24 ","3,627.24",10.00,-2.02,,,,
7-Dec-16," 3,619.21 "," 3,629.21 ","3,624.21",10.00,-3.03,,,,
8-Dec-16," 3,609.22 "," 3,619.22 ","3,614.22",10.00,-9.99,,,,
9-Dec-16," 3,594.75 "," 3,604.75 ","3,599.75",10.00,-14.47,,,,
12-Dec-16," 3,580.69 "," 3,590.63 ","3,585.66",9.94,-14.09,,,,
13-Dec-16," 3,569.72 "," 3,579.72 ","3,574.72",10.00,-10.94,,,,
14-Dec-16," 3,580.14 "," 3,590.14 ","3,585.14",10.00,10.42,,,,
